,Country,Item,Value,medianValues,Mean.BMI,Total.population
369,Chad,Pulses,8.76,70.253164557,21.8799099961,12141876
370,Chad,Vegetables,7.73,0.6289308176,21.8799099961,12141876
371,Chad,Meat,12.01,8.8050314465,21.8799099961,12141876
372,Chad,Animal fats,0.38,11.320754717,21.8799099961,12141876
373,Chad,"Fish, Seafood",4.74,20.1257861635,21.8799099961,12141876
374,Chad,Starchy Roots,55.27,50.3144654088,21.8799099961,12141876
375,Chad,Coffee and products,0,3.7735849057,21.8799099961,12141876
376,Chad,Tea (including mate),0.02,9.4936708861,21.8799099961,12141876
377,Chad,Sugar & Sweeteners,10.6,16.9811320755,21.8799099961,12141876
378,Chad,Milk - Excluding Butter,20.63,17.6100628931,21.8799099961,12141876
379,Chile,Pulses,4.19,47.4683544304,27.8878797483,17574464
380,Chile,Animal fats,4.71,71.6981132075,27.8878797483,17574464
381,Chile,Cereals - Excluding Beer,140.35,58.4905660377,27.8878797483,17574464
382,Chile,Sugar & Sweeteners,47.84,86.1635220126,27.8878797483,17574464
383,Chile,Meat,85.69,86.7924528302,27.8878797483,17574464
384,Chile,Fruits - Excluding Wine,63.92,45.2830188679,27.8878797483,17574464
385,Chile,"Fish, Seafood",12.49,48.427672956,27.8878797483,17574464
386,Chile,Starchy Roots,62.74,62.2641509434,27.8878797483,17574464
387,Chile,Milk - Excluding Butter,116.11,55.9748427673,27.8878797483,17574464
388,Chile,Alcoholic Beverages,62.83,66.4556962025,27.8878797483,17574464
389,Chile,Eggs,9.97,70.4402515723,27.8878797483,17574464
390,Chile,Vegetables,71.72,49.6855345912,27.8878797483,17574464
391,Chile,Coffee and products,0.42,30.1886792453,27.8878797483,17574464
392,Chile,Tea (including mate),1.55,88.6075949367,27.8878797483,17574464
393,China,Starchy Roots,68.71,65.4088050314,23.6135568244,1359368470
394,China,Fruits - Excluding Wine,93.92,100,23.6135568244,1359368470
395,China,Meat,61.05,62.893081761,23.6135568244,1359368470
396,China,Sugar & Sweeteners,6.85,5.6603773585,23.6135568244,1359368470
397,China,Cereals - Excluding Beer,150.87,71.0691823899,23.6135568244,1359368470
398,China,Milk - Excluding Butter,32.66,25.786163522,23.6135568244,1359368470
399,China,Alcoholic Beverages,45.03,58.2278481013,23.6135568244,1359368470
400,China,Tea (including mate),1.13,82.2784810127,23.6135568244,1359368470
401,China,Vegetables,353.14,100,23.6135568244,1359368470
402,China,Coffee and products,0.05,11.320754717,23.6135568244,1359368470
403,China,Eggs,18.76,98.7421383648,23.6135568244,1359368470
404,China,Pulses,1.33,17.0886075949,23.6135568244,1359368470
405,China,"Fish, Seafood",34.47,89.9371069182,23.6135568244,1359368470
406,China,Animal fats,2,45.2830188679,23.6135568244,1359368470
407,Colombia,Coffee and products,1.69,55.3459119497,26.1062156015,48165221
408,Colombia,Pulses,6.4,60.7594936709,26.1062156015,48165221
409,Colombia,Meat,50.79,53.4591194969,26.1062156015,48165221
410,Colombia,Milk - Excluding Butter,108.47,52.8301886792,26.1062156015,48165221
411,Colombia,"Fish, Seafood",6.23,30.1886792453,26.1062156015,48165221
412,Colombia,Tea (including mate),0.04,12.6582278481,26.1062156015,48165221
413,Colombia,Starchy Roots,79.16,70.4402515723,26.1062156015,48165221
414,Colombia,Fruits - Excluding Wine,145.53,16.3522012579,26.1062156015,48165221
415,Colombia,Vegetables,42.26,23.2704402516,26.1062156015,48165221
416,Colombia,Cereals - Excluding Beer,89.42,9.4339622642,26.1062156015,48165221
417,Colombia,Eggs,10.78,72.9559748428,26.1062156015,48165221
418,Colombia,Sugar & Sweeteners,58.38,96.8553459119,26.1062156015,48165221
419,Colombia,Alcoholic Beverages,44.39,57.5949367089,26.1062156015,48165221
420,Colombia,Animal fats,1.5,40.251572327,26.1062156015,48165221
421,Costa Rica,Tea (including mate),0.1,22.7848101266,27.2548896588,4859957
422,Costa Rica,Coffee and products,2.59,64.1509433962,27.2548896588,4859957
423,Costa Rica,"Fish, Seafood",12.9,50.3144654088,27.2548896588,4859957
424,Costa Rica,Meat,49.99,52.2012578616,27.2548896588,4859957
425,Costa Rica,Animal fats,5.22,75.4716981132,27.2548896588,4859957
426,Costa Rica,Vegetables,49.65,30.1886792453,27.2548896588,4859957
427,Costa Rica,Sugar & Sweeteners,52.56,94.9685534591,27.2548896588,4859957
428,Costa Rica,Milk - Excluding Butter,183.28,76.7295597484,27.2548896588,4859957
429,Costa Rica,Fruits - Excluding Wine,133.39,22.641509434,27.2548896588,4859957
430,Costa Rica,Starchy Roots,24.99,21.3836477987,27.2548896588,4859957
431,Costa Rica,Eggs,10.55,72.3270440252,27.2548896588,4859957
432,Costa Rica,Cereals - Excluding Beer,100.45,13.8364779874,27.2548896588,4859957
433,Costa Rica,Pulses,10.58,77.2151898734,27.2548896588,4859957
434,Costa Rica,Alcoholic Beverages,22.82,38.6075949367,27.2548896588,4859957
435,Croatia,Sugar & Sweeteners,43.24,76.1006289308,27.2493657268,4378806
436,Croatia,Meat,66.3,69.1823899371,27.2493657268,4378806
437,Croatia,Starchy Roots,42.34,37.106918239,27.2493657268,4378806
438,Croatia,Cereals - Excluding Beer,121.4,33.9622641509,27.2493657268,4378806
439,Croatia,Pulses,0.73,6.9620253165,27.2493657268,4378806
440,Croatia,"Fish, Seafood",18.98,62.2641509434,27.2493657268,4378806
441,Croatia,Fruits - Excluding Wine,108.2,53.4591194969,27.2493657268,4378806
442,Croatia,Coffee and products,5.81,87.4213836478,27.2493657268,4378806
443,Croatia,Eggs,8.48,60.3773584906,27.2493657268,4378806
444,Croatia,Milk - Excluding Butter,231.02,84.9056603774,27.2493657268,4378806
445,Croatia,Alcoholic Beverages,95.32,89.2405063291,27.2493657268,4378806
446,Croatia,Animal fats,9.62,85.534591195,27.2493657268,4378806
447,Croatia,Vegetables,80.53,53.4591194969,27.2493657268,4378806
448,Croatia,Tea (including mate),0.07,17.0886075949,27.2493657268,4378806
449,Cuba,Sugar & Sweeteners,53.28,95.5974842767,25.5794244461,11244424
450,Cuba,Meat,53.94,57.2327044025,25.5794244461,11244424
451,Cuba,Tea (including mate),0,1.2658227848,25.5794244461,11244424
452,Cuba,"Fish, Seafood",5.57,25.786163522,25.5794244461,11244424
453,Cuba,Pulses,21.21,96.2025316456,25.5794244461,11244424
454,Cuba,Animal fats,1.01,30.8176100629,25.5794244461,11244424
455,Cuba,Fruits - Excluding Wine,138.56,91.8238993711,25.5794244461,11244424
456,Cuba,Starchy Roots,99.39,77.9874213836,25.5794244461,11244424
457,Cuba,Milk - Excluding Butter,99.94,50.3144654088,25.5794244461,11244424
458,Cuba,Alcoholic Beverages,33.28,45.5696202532,25.5794244461,11244424
459,Cuba,Vegetables,145.29,81.1320754717,25.5794244461,11244424
460,Cuba,Cereals - Excluding Beer,150.59,70.4402515723,25.5794244461,11244424
461,Cuba,Eggs,9.82,68.5534591195,25.5794244461,11244424
462,Cuba,Coffee and products,1.59,53.4591194969,25.5794244461,11244424
463,Cyprus,Eggs,8.98,64.7798742138,26.9531735856,1141453
464,Cyprus,Alcoholic Beverages,51.45,61.3924050633,26.9531735856,1141453
465,Cyprus,Coffee and products,5.05,81.7610062893,26.9531735856,1141453
466,Cyprus,"Fish, Seafood",21.61,66.0377358491,26.9531735856,1141453
467,Cyprus,Sugar & Sweeteners,36.91,61.6352201258,26.9531735856,1141453
468,Cyprus,Cereals - Excluding Beer,92.63,10.0628930818,26.9531735856,1141453
469,Cyprus,Tea (including mate),0.44,53.164556962,26.9531735856,1141453
470,Cyprus,Animal fats,1.17,33.9622641509,26.9531735856,1141453
471,Cyprus,Fruits - Excluding Wine,64.83,64.7798742138,26.9531735856,1141453
472,Cyprus,Milk - Excluding Butter,113.31,54.0880503145,26.9531735856,1141453
473,Cyprus,Pulses,3.11,36.0759493671,26.9531735856,1141453
474,Cyprus,Meat,75.58,76.7295597484,26.9531735856,1141453
475,Cyprus,Vegetables,96.36,61.0062893082,26.9531735856,1141453
476,Cyprus,Starchy Roots,31.27,28.3018867925,26.9531735856,1141453
477,Denmark,Eggs,15.35,93.7106918239,25.4097616197,5611187
478,Denmark,Milk - Excluding Butter,277.3,93.7106918239,25.4097616197,5611187
479,Denmark,"Fish, Seafood",23.16,71.6981132075,25.4097616197,5611187
480,Denmark,Vegetables,105.28,66.0377358491,25.4097616197,5611187
481,Denmark,Meat,81.87,83.0188679245,25.4097616197,5611187
482,Denmark,Sugar & Sweeteners,55.45,96.2264150943,25.4097616197,5611187
483,Denmark,Starchy Roots,62.56,61.6352201258,25.4097616197,5611187
484,Denmark,Fruits - Excluding Wine,121.58,69.8113207547,25.4097616197,5611187
485,Denmark,Animal fats,22.22,98.1132075472,25.4097616197,5611187
486,Denmark,Coffee and products,9.54,97.4842767296,25.4097616197,5611187
487,Denmark,Tea (including mate),0.34,46.835443038,25.4097616197,5611187
488,Denmark,Alcoholic Beverages,94.13,87.9746835443,25.4097616197,5611187
489,Denmark,Cereals - Excluding Beer,131.33,45.2830188679,25.4097616197,5611187
490,Denmark,Pulses,1.05,10.7594936709,25.4097616197,5611187
491,Djibouti,Vegetables,68.36,46.5408805031,24.0430642696,940090
492,Djibouti,Meat,18.35,22.641509434,24.0430642696,940090
493,Djibouti,Eggs,0.7,6.9182389937,24.0430642696,940090
494,Djibouti,Alcoholic Beverages,4.44,14.5569620253,24.0430642696,940090
495,Djibouti,Coffee and products,1.82,55.9748427673,24.0430642696,940090
496,Djibouti,Pulses,12.78,84.8101265823,24.0430642696,940090
497,Djibouti,"Fish, Seafood",3.75,13.8364779874,24.0430642696,940090
498,Djibouti,Fruits - Excluding Wine,44.61,42.1383647799,24.0430642696,940090
499,Djibouti,Tea (including mate),1.48,87.3417721519,24.0430642696,940090
500,Djibouti,Starchy Roots,16.72,8.8050314465,24.0430642696,940090
501,Djibouti,Cereals - Excluding Beer,167.41,83.0188679245,24.0430642696,940090
502,Djibouti,Milk - Excluding Butter,59.81,38.3647798742,24.0430642696,940090
503,Djibouti,Sugar & Sweeteners,33.94,54.0880503145,24.0430642696,940090
504,Djibouti,Animal fats,0.69,22.641509434,24.0430642696,940090
505,Dominican Republic,Eggs,7.19,50.9433962264,26.3665213905,10308609
506,Dominican Republic,Meat,47.2,50.3144654088,26.3665213905,10308609
507,Dominican Republic,Alcoholic Beverages,43.18,56.9620253165,26.3665213905,10308609
508,Dominican Republic,Animal fats,1.58,41.5094339623,26.3665213905,10308609
509,Dominican Republic,"Fish, Seafood",8.09,37.106918239,26.3665213905,10308609
510,Dominican Republic,Vegetables,49.39,29.5597484277,26.3665213905,10308609
511,Dominican Republic,Fruits - Excluding Wine,261.09,22.0125786164,26.3665213905,10308609
512,Dominican Republic,Sugar & Sweeteners,34.8,57.2327044025,26.3665213905,10308609
513,Dominican Republic,Coffee and products,1.22,47.7987421384,26.3665213905,10308609
514,Dominican Republic,Pulses,11.59,81.6455696203,26.3665213905,10308609
515,Dominican Republic,Starchy Roots,29.41,24.5283018868,26.3665213905,10308609
516,Dominican Republic,Milk - Excluding Butter,73.75,42.7672955975,26.3665213905,10308609
517,Dominican Republic,Tea (including mate),0.01,6.3291139241,26.3665213905,10308609
518,Dominican Republic,Cereals - Excluding Beer,86.55,6.2893081761,26.3665213905,10308609
519,Ecuador,Pulses,2.05,27.2151898734,27.0289677882,15061398
520,Ecuador,Sugar & Sweeteners,23.11,33.3333333333,27.0289677882,15061398
521,Ecuador,Fruits - Excluding Wine,102.49,6.2893081761,27.0289677882,15061398
522,Ecuador,"Fish, Seafood",8.16,37.7358490566,27.0289677882,15061398
523,Ecuador,Tea (including mate),0.15,29.746835443,27.0289677882,15061398
524,Ecuador,Meat,53.98,57.8616352201,27.0289677882,15061398
525,Ecuador,Milk - Excluding Butter,139.6,62.2641509434,27.0289677882,15061398
526,Ecuador,Animal fats,4.56,70.4402515723,27.0289677882,15061398
527,Ecuador,Coffee and products,0.13,16.9811320755,27.0289677882,15061398
528,Ecuador,Alcoholic Beverages,39.63,51.8987341772,27.0289677882,15061398
529,Ecuador,Eggs,8.01,55.3459119497,27.0289677882,15061398
530,Ecuador,Vegetables,23.15,10.0628930818,27.0289677882,15061398
531,Ecuador,Cereals - Excluding Beer,95.58,11.320754717,27.0289677882,15061398
532,Ecuador,Starchy Roots,22.46,18.8679245283,27.0289677882,15061398
533,Egypt,Coffee and products,0.4,29.5597484277,29.4085844387,85378440
534,Egypt,Vegetables,193.65,89.9371069182,29.4085844387,85378440
535,Egypt,Fruits - Excluding Wine,102.6,95.5974842767,29.4085844387,85378440
536,Egypt,Tea (including mate),1.22,84.8101265823,29.4085844387,85378440
537,Egypt,"Fish, Seafood",22.12,67.9245283019,29.4085844387,85378440
538,Egypt,Alcoholic Beverages,1.28,7.5949367089,29.4085844387,85378440
539,Egypt,Pulses,5.65,56.3291139241,29.4085844387,85378440
540,Egypt,Starchy Roots,40.91,34.5911949686,29.4085844387,85378440
541,Egypt,Eggs,4.59,39.6226415094,29.4085844387,85378440
542,Egypt,Animal fats,2.25,48.427672956,29.4085844387,85378440
543,Egypt,Milk - Excluding Butter,59.46,37.7358490566,29.4085844387,85378440
544,Egypt,Cereals - Excluding Beer,252.09,99.3710691824,29.4085844387,85378440
545,Egypt,Meat,30.47,36.4779874214,29.4085844387,85378440
546,Egypt,Sugar & Sweeteners,28.47,44.0251572327,29.4085844387,85378440
547,El Salvador,Animal fats,4.13,69.1823899371,27.4578787797,6302723
548,El Salvador,Pulses,17.39,93.6708860759,27.4578787797,6302723
549,El Salvador,"Fish, Seafood",6.77,32.0754716981,27.4578787797,6302723
550,El Salvador,Eggs,9.51,66.6666666667,27.4578787797,6302723
551,El Salvador,Sugar & Sweeteners,41.11,70.4402515723,27.4578787797,6302723
552,El Salvador,Coffee and products,2.15,59.1194968553,27.4578787797,6302723
553,El Salvador,Meat,29.04,32.0754716981,27.4578787797,6302723
554,El Salvador,Cereals - Excluding Beer,125.52,37.7358490566,27.4578787797,6302723
555,El Salvador,Milk - Excluding Butter,124.34,58.4905660377,27.4578787797,6302723
556,El Salvador,Starchy Roots,27.07,22.0125786164,27.4578787797,6302723
557,El Salvador,Fruits - Excluding Wine,53.72,36.4779874214,27.4578787797,6302723
558,El Salvador,Alcoholic Beverages,26.35,40.5063291139,27.4578787797,6302723
559,El Salvador,Tea (including mate),0.11,25.3164556962,27.4578787797,6302723
560,El Salvador,Vegetables,62.34,42.7672955975,27.4578787797,6302723
561,Estonia,Animal fats,3.89,66.6666666667,26.4395503767,1338832
562,Estonia,Sugar & Sweeteners,31.59,50.9433962264,26.4395503767,1338832
563,Estonia,Tea (including mate),0.41,51.2658227848,26.4395503767,1338832
564,Estonia,Meat,58.54,61.6352201258,26.4395503767,1338832
565,Estonia,Alcoholic Beverages,153.34,98.1012658228,26.4395503767,1338832
566,Estonia,Cereals - Excluding Beer,131.1,44.6540880503,26.4395503767,1338832
567,Estonia,Coffee and products,6.31,88.679245283,26.4395503767,1338832
568,Estonia,Pulses,8.66,69.6202531646,26.4395503767,1338832
569,Estonia,Fruits - Excluding Wine,81.06,77.358490566,26.4395503767,1338832
570,Estonia,Milk - Excluding Butter,284.85,94.3396226415,26.4395503767,1338832
571,Estonia,Vegetables,115.26,75.4716981132,26.4395503767,1338832
572,Estonia,Starchy Roots,88.47,73.5849056604,26.4395503767,1338832
573,Estonia,"Fish, Seafood",14.69,55.9748427673,26.4395503767,1338832
574,Estonia,Eggs,12.66,83.0188679245,26.4395503767,1338832
575,Ethiopia,Pulses,15.82,92.4050632911,20.4827585871,88356373
576,Ethiopia,Tea (including mate),0.08,19.6202531646,20.4827585871,88356373
577,Ethiopia,Coffee and products,0.7,35.8490566038,20.4827585871,88356373
578,Ethiopia,"Fish, Seafood",0.25,1.2578616352,20.4827585871,88356373
579,Ethiopia,Milk - Excluding Butter,44.14,30.1886792453,20.4827585871,88356373
580,Ethiopia,Vegetables,18,4.4025157233,20.4827585871,88356373
581,Ethiopia,Alcoholic Beverages,15.17,31.0126582278,20.4827585871,88356373
582,Ethiopia,Meat,7.06,3.1446540881,20.4827585871,88356373
583,Ethiopia,Animal fats,0.45,15.7232704403,20.4827585871,88356373
584,Ethiopia,Starchy Roots,80.91,71.0691823899,20.4827585871,88356373
585,Ethiopia,Cereals - Excluding Beer,150.45,69.1823899371,20.4827585871,88356373
586,Ethiopia,Eggs,0.36,2.5157232704,20.4827585871,88356373
587,Ethiopia,Fruits - Excluding Wine,7.13,5.6603773585,20.4827585871,88356373
588,Ethiopia,Sugar & Sweeteners,6.6,5.0314465409,20.4827585871,88356373
589,Fiji,Milk - Excluding Butter,40.2,27.6729559748,27.6274466526,882863
590,Fiji,Meat,39.59,45.9119496855,27.6274466526,882863
591,Fiji,Animal fats,6.72,81.1320754717,27.6274466526,882863
592,Fiji,Fruits - Excluding Wine,43.14,16.3522012579,27.6274466526,882863
593,Fiji,Eggs,6.44,49.0566037736,27.6274466526,882863
594,Fiji,Pulses,10.9,79.1139240506,27.6274466526,882863
595,Fiji,Vegetables,42.02,22.641509434,27.6274466526,882863
596,Fiji,Cereals - Excluding Beer,131.84,45.9119496855,27.6274466526,882863
597,Fiji,"Fish, Seafood",36.09,91.8238993711,27.6274466526,882863
598,Fiji,Alcoholic Beverages,29.8,42.4050632911,27.6274466526,882863
599,Fiji,Starchy Roots,130.81,84.9056603774,27.6274466526,882863
600,Fiji,Sugar & Sweeteners,38.08,63.5220125786,27.6274466526,882863
601,Fiji,Tea (including mate),0.64,67.7215189873,27.6274466526,882863
602,Fiji,Coffee and products,0.35,27.6729559748,27.6274466526,882863
603,Finland,Cereals - Excluding Beer,115.19,27.0440251572,26.1249132186,5418763
604,Finland,Meat,77.53,79.2452830189,26.1249132186,5418763
605,Finland,Alcoholic Beverages,96.71,91.1392405063,26.1249132186,5418763
606,Finland,Eggs,9.55,67.2955974843,26.1249132186,5418763
607,Finland,Tea (including mate),0.36,49.3670886076,26.1249132186,5418763
608,Finland,Pulses,1.17,12.6582278481,26.1249132186,5418763
609,Finland,Animal fats,12.27,87.4213836478,26.1249132186,5418763
610,Finland,Fruits - Excluding Wine,95.24,59.1194968553,26.1249132186,5418763
611,Finland,Sugar & Sweeteners,31.67,51.572327044,26.1249132186,5418763
612,Finland,"Fish, Seafood",36.35,92.4528301887,26.1249132186,5418763
613,Finland,Milk - Excluding Butter,430.76,100,26.1249132186,5418763
614,Finland,Coffee and products,12.34,99.3710691824,26.1249132186,5418763
615,Finland,Vegetables,88.78,57.2327044025,26.1249132186,5418763
616,Finland,Starchy Roots,66.13,64.7798742138,26.1249132186,5418763
617,France,Starchy Roots,53.95,48.427672956,25.2141663414,63782963
618,France,Eggs,13.13,86.1635220126,25.2141663414,63782963
619,France,Coffee and products,5.58,85.534591195,25.2141663414,63782963
620,France,Fruits - Excluding Wine,114.34,64.7798742138,25.2141663414,63782963
621,France,Sugar & Sweeteners,39.22,67.2955974843,25.2141663414,63782963
622,France,Animal fats,15.23,91.8238993711,25.2141663414,63782963
623,France,Tea (including mate),0.27,41.1392405063,25.2141663414,63782963
624,France,"Fish, Seafood",33.48,88.0503144654,25.2141663414,63782963
625,France,Milk - Excluding Butter,241.31,88.679245283,25.2141663414,63782963
626,France,Pulses,1.86,24.6835443038,25.2141663414,63782963
627,France,Alcoholic Beverages,71.16,71.5189873418,25.2141663414,63782963
628,France,Cereals - Excluding Beer,127.24,39.6226415094,25.2141663414,63782963
629,France,Meat,86.76,89.9371069182,25.2141663414,63782963
630,France,Vegetables,97.32,62.2641509434,25.2141663414,63782963
631,Gabon,Vegetables,44.31,26.4150943396,25.1656644427,1594205
632,Gabon,Sugar & Sweeteners,15.56,22.641509434,25.1656644427,1594205
633,Gabon,Fruits - Excluding Wine,152.32,17.6100628931,25.1656644427,1594205
634,Gabon,Meat,70.81,72.3270440252,25.1656644427,1594205
635,Gabon,Cereals - Excluding Beer,118.1,28.9308176101,25.1656644427,1594205
636,Gabon,Milk - Excluding Butter,30.16,23.8993710692,25.1656644427,1594205
637,Gabon,Animal fats,0.56,18.8679245283,25.1656644427,1594205
638,Gabon,Starchy Roots,173.72,91.1949685535,25.1656644427,1594205
639,Gabon,Coffee and products,0.39,28.9308176101,25.1656644427,1594205
640,Gabon,Pulses,0.26,4.4303797468,25.1656644427,1594205
641,Gabon,Tea (including mate),0.14,29.1139240506,25.1656644427,1594205
642,Gabon,Eggs,1.22,15.0943396226,25.1656644427,1594205
643,Gabon,Alcoholic Beverages,90.52,86.0759493671,25.1656644427,1594205
644,Gabon,"Fish, Seafood",35.62,91.1949685535,25.1656644427,1594205
645,Gambia,Cereals - Excluding Beer,180.09,88.0503144654,23.8024250559,1874360
646,Gambia,Milk - Excluding Butter,45.71,30.8176100629,23.8024250559,1874360
647,Gambia,Coffee and products,0.17,18.8679245283,23.8024250559,1874360
648,Gambia,Sugar & Sweeteners,26.33,37.7358490566,23.8024250559,1874360
649,Gambia,Fruits - Excluding Wine,8.63,5.6603773585,23.8024250559,1874360
650,Gambia,Alcoholic Beverages,31.15,43.6708860759,23.8024250559,1874360
651,Gambia,Meat,6.41,1.8867924528,23.8024250559,1874360
652,Gambia,Vegetables,21.29,8.8050314465,23.8024250559,1874360
653,Gambia,Animal fats,0.38,11.320754717,23.8024250559,1874360
654,Gambia,"Fish, Seafood",24.08,76.1006289308,23.8024250559,1874360
655,Gambia,Eggs,0.99,11.9496855346,23.8024250559,1874360
656,Gambia,Tea (including mate),2.14,94.3037974684,23.8024250559,1874360
657,Gambia,Pulses,1.23,13.9240506329,23.8024250559,1874360
658,Gambia,Starchy Roots,8.41,1.8867924528,23.8024250559,1874360
659,Georgia,Tea (including mate),0.71,72.1518987342,27.3921009831,4278410
660,Georgia,Eggs,6.12,46.5408805031,27.3921009831,4278410
661,Georgia,Alcoholic Beverages,29.41,41.1392405063,27.3921009831,4278410
662,Georgia,Animal fats,3.9,67.2955974843,27.3921009831,4278410
663,Georgia,Meat,27.98,30.8176100629,27.3921009831,4278410
664,Georgia,"Fish, Seafood",10.62,45.2830188679,27.3921009831,4278410
665,Georgia,Starchy Roots,56.14,53.4591194969,27.3921009831,4278410
666,Georgia,Coffee and products,3.1,70.4402515723,27.3921009831,4278410
667,Georgia,Milk - Excluding Butter,149.26,66.6666666667,27.3921009831,4278410
668,Georgia,Fruits - Excluding Wine,49.93,31.4465408805,27.3921009831,4278410
669,Georgia,Cereals - Excluding Beer,206.64,94.3396226415,27.3921009831,4278410
670,Georgia,Pulses,0.04,3.164556962,27.3921009831,4278410
671,Georgia,Vegetables,57.75,39.6226415094,27.3921009831,4278410
672,Georgia,Sugar & Sweeteners,33.97,54.7169811321,27.3921009831,4278410
673,Germany,Pulses,0.73,6.9620253165,26.6267284452,81804228
674,Germany,Meat,85.94,87.4213836478,26.6267284452,81804228
675,Germany,Starchy Roots,61.46,61.0062893082,26.6267284452,81804228
676,Germany,"Fish, Seafood",12.56,49.6855345912,26.6267284452,81804228
677,Germany,Cereals - Excluding Beer,111.11,22.0125786164,26.6267284452,81804228
678,Germany,Animal fats,18.57,96.8553459119,26.6267284452,81804228
679,Germany,Eggs,12.2,79.2452830189,26.6267284452,81804228
680,Germany,Fruits - Excluding Wine,88.46,62.893081761,26.6267284452,81804228
681,Germany,Alcoholic Beverages,127.83,95.5696202532,26.6267284452,81804228
682,Germany,Tea (including mate),0.71,72.1518987342,26.6267284452,81804228
683,Germany,Vegetables,92.91,59.1194968553,26.6267284452,81804228
684,Germany,Milk - Excluding Butter,258.7,92.4528301887,26.6267284452,81804228
685,Germany,Sugar & Sweeteners,48.49,90.5660377358,26.6267284452,81804228
686,Germany,Coffee and products,6.75,89.9371069182,26.6267284452,81804228
687,Ghana,Meat,17.44,20.7547169811,23.8259943905,26131336
688,Ghana,Sugar & Sweeteners,14.77,22.0125786164,23.8259943905,26131336
689,Ghana,Cereals - Excluding Beer,83.19,5.0314465409,23.8259943905,26131336
690,Ghana,Eggs,1.21,14.465408805,23.8259943905,26131336
691,Ghana,"Fish, Seafood",26.25,80.5031446541,23.8259943905,26131336
692,Ghana,Coffee and products,0.04,10.0628930818,23.8259943905,26131336
693,Ghana,Pulses,8.85,71.5189873418,23.8259943905,26131336
694,Ghana,Fruits - Excluding Wine,196.19,16.3522012579,23.8259943905,26131336
695,Ghana,Animal fats,0.23,3.7735849057,23.8259943905,26131336
696,Ghana,Vegetables,42.62,23.8993710692,23.8259943905,26131336
697,Ghana,Alcoholic Beverages,16.12,32.9113924051,23.8259943905,26131336
698,Ghana,Milk - Excluding Butter,9.08,8.1761006289,23.8259943905,26131336
699,Ghana,Starchy Roots,414.47,100,23.8259943905,26131336
700,Ghana,Tea (including mate),0.05,13.9240506329,23.8259943905,26131336
701,Greece,Starchy Roots,72.71,66.6666666667,27.2686145004,11445691
702,Greece,Meat,76.6,78.6163522013,27.2686145004,11445691
703,Greece,Fruits - Excluding Wine,121.52,97.4842767296,27.2686145004,11445691
704,Greece,Tea (including mate),0.32,44.9367088608,27.2686145004,11445691
705,Greece,Pulses,4.79,50.6329113924,27.2686145004,11445691
706,Greece,Vegetables,224.39,94.9685534591,27.2686145004,11445691
707,Greece,Eggs,10.13,71.0691823899,27.2686145004,11445691
708,Greece,"Fish, Seafood",19.29,63.5220125786,27.2686145004,11445691
709,Greece,Milk - Excluding Butter,255.26,90.5660377358,27.2686145004,11445691
710,Greece,Cereals - Excluding Beer,135.34,52.2012578616,27.2686145004,11445691
711,Greece,Animal fats,4.05,68.5534591195,27.2686145004,11445691
712,Greece,Coffee and products,6.48,89.3081761006,27.2686145004,11445691
713,Greece,Alcoholic Beverages,55.23,63.9240506329,27.2686145004,11445691
714,Greece,Sugar & Sweeteners,29.3,47.1698113208,27.2686145004,11445691
715,Guatemala,Fruits - Excluding Wine,59.99,29.5597484277,26.3777946546,15527502
716,Guatemala,Pulses,15.08,89.8734177215,26.3777946546,15527502
717,Guatemala,Sugar & Sweeteners,48.17,88.0503144654,26.3777946546,15527502
718,Guatemala,Meat,27.39,30.1886792453,26.3777946546,15527502
719,Guatemala,Alcoholic Beverages,12.96,27.2151898734,26.3777946546,15527502
720,Guatemala,Cereals - Excluding Beer,130.74,44.0251572327,26.3777946546,15527502
721,Guatemala,"Fish, Seafood",1.29,5.0314465409,26.3777946546,15527502
722,Guatemala,Animal fats,1.47,38.9937106918,26.3777946546,15527502
723,Guatemala,Starchy Roots,11.96,3.7735849057,26.3777946546,15527502
724,Guatemala,Vegetables,56.82,37.106918239,26.3777946546,15527502
725,Guatemala,Eggs,14.61,91.1949685535,26.3777946546,15527502
726,Guatemala,Coffee and products,3.07,69.8113207547,26.3777946546,15527502
727,Guatemala,Tea (including mate),0.11,25.3164556962,26.3777946546,15527502
728,Guatemala,Milk - Excluding Butter,46.6,32.0754716981,26.3777946546,15527502
729,Guinea,Starchy Roots,132.3,86.1635220126,22.8103887918,10753680
730,Guinea,Cereals - Excluding Beer,134.81,50.9433962264,22.8103887918,10753680
731,Guinea,Meat,10.39,6.2893081761,22.8103887918,10753680
732,Guinea,Pulses,4.19,47.4683544304,22.8103887918,10753680
733,Guinea,Coffee and products,0.96,41.5094339623,22.8103887918,10753680
734,Guinea,Vegetables,49.37,28.9308176101,22.8103887918,10753680
735,Guinea,Tea (including mate),0.27,41.1392405063,22.8103887918,10753680
736,Guinea,Sugar & Sweeteners,9.94,12.5786163522,22.8103887918,10753680
737,Guinea,Eggs,1.95,25.1572327044,22.8103887918,10753680
738,Guinea,Fruits - Excluding Wine,86.68,22.0125786164,22.8103887918,10753680
739,Guinea,Alcoholic Beverages,2.53,11.3924050633,22.8103887918,10753680
740,Guinea,Animal fats,0.29,5.6603773585,22.8103887918,10753680
741,Guinea,"Fish, Seafood",9.18,40.251572327,22.8103887918,10753680
